Élément statistique;1er niveau de détail;Temps;Unité de mesure;Valeur numérique;Note
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);janv-19;M$ enchaînés de 2012;20417.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);févr-19;M$ enchaînés de 2012;20537;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);mars-19;M$ enchaînés de 2012;20896.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);avr-19;M$ enchaînés de 2012;20574.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);mai-19;M$ enchaînés de 2012;20928.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);juin-19;M$ enchaînés de 2012;20522.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);juil-19;M$ enchaînés de 2012;20219.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);août-19;M$ enchaînés de 2012;20067.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);sept-19;M$ enchaînés de 2012;20118.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);oct-19;M$ enchaînés de 2012;20414.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);nov-19;M$ enchaînés de 2012;20122.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);déc-19;M$ enchaînés de 2012;19944.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);janv-20;M$ enchaînés de 2012;20330.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);févr-20;M$ enchaînés de 2012;20161.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);mars-20;M$ enchaînés de 2012;19421.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);avr-20;M$ enchaînés de 2012;16772.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);mai-20;M$ enchaînés de 2012;17881.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);juin-20;M$ enchaînés de 2012;18789.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);juil-20;M$ enchaînés de 2012;19261.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);août-20;M$ enchaînés de 2012;19783.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);sept-20;M$ enchaînés de 2012;20008.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);oct-20;M$ enchaînés de 2012;19923.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);nov-20;M$ enchaînés de 2012;20293.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);déc-20;M$ enchaînés de 2012;20096.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);janv-21;M$ enchaînés de 2012;19700.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);févr-21;M$ enchaînés de 2012;19530;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);mars-21;M$ enchaînés de 2012;19307.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);avr-21;M$ enchaînés de 2012;19277.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);mai-21;M$ enchaînés de 2012;19119.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);juin-21;M$ enchaînés de 2012;19844.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);juil-21;M$ enchaînés de 2012;19562.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);août-21;M$ enchaînés de 2012;19850.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);sept-21;M$ enchaînés de 2012;19625.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);oct-21;M$ enchaînés de 2012;19721.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens non durables (311 à 316. 322 à 326);nov-21;M$ enchaînés de 2012;20012.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);janv-17;M$ enchaînés de 2012;27068.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);févr-17;M$ enchaînés de 2012;26621;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);mars-17;M$ enchaînés de 2012;26807.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);avr-17;M$ enchaînés de 2012;27391.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);mai-17;M$ enchaînés de 2012;27549;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);juin-17;M$ enchaînés de 2012;27473;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);juil-17;M$ enchaînés de 2012;28940.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);août-17;M$ enchaînés de 2012;28089;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);sept-17;M$ enchaînés de 2012;28048.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);oct-17;M$ enchaînés de 2012;28413.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);nov-17;M$ enchaînés de 2012;28375.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);déc-17;M$ enchaînés de 2012;27747.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);janv-18;M$ enchaînés de 2012;28197;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);févr-18;M$ enchaînés de 2012;28586.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);mars-18;M$ enchaînés de 2012;29582.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);avr-18;M$ enchaînés de 2012;29694;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);mai-18;M$ enchaînés de 2012;29572.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);juin-18;M$ enchaînés de 2012;28996;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);juil-18;M$ enchaînés de 2012;28903;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);août-18;M$ enchaînés de 2012;28555.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);sept-18;M$ enchaînés de 2012;28572.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);oct-18;M$ enchaînés de 2012;28682.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);nov-18;M$ enchaînés de 2012;28795;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);déc-18;M$ enchaînés de 2012;29548.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);janv-19;M$ enchaînés de 2012;29272.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);févr-19;M$ enchaînés de 2012;29968.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);mars-19;M$ enchaînés de 2012;30199.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);avr-19;M$ enchaînés de 2012;29941.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);mai-19;M$ enchaînés de 2012;30589.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);juin-19;M$ enchaînés de 2012;29749;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);juil-19;M$ enchaînés de 2012;29922;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);août-19;M$ enchaînés de 2012;30338.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);sept-19;M$ enchaînés de 2012;30180.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);oct-19;M$ enchaînés de 2012;30086;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);nov-19;M$ enchaînés de 2012;29921.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);déc-19;M$ enchaînés de 2012;29497.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);janv-20;M$ enchaînés de 2012;29621.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);févr-20;M$ enchaînés de 2012;27846.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);mars-20;M$ enchaînés de 2012;25346.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);avr-20;M$ enchaînés de 2012;20031.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);mai-20;M$ enchaînés de 2012;22739.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);juin-20;M$ enchaînés de 2012;24976.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);juil-20;M$ enchaînés de 2012;25702.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);août-20;M$ enchaînés de 2012;27096.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);sept-20;M$ enchaînés de 2012;26870.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);oct-20;M$ enchaînés de 2012;26284.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);nov-20;M$ enchaînés de 2012;27728.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);déc-20;M$ enchaînés de 2012;27531.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);janv-21;M$ enchaînés de 2012;27158.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);févr-21;M$ enchaînés de 2012;27344.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);mars-21;M$ enchaînés de 2012;28324;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);avr-21;M$ enchaînés de 2012;27430.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);mai-21;M$ enchaînés de 2012;27492.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);juin-21;M$ enchaînés de 2012;28325.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);juil-21;M$ enchaînés de 2012;27131;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);août-21;M$ enchaînés de 2012;27925.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);sept-21;M$ enchaînés de 2012;27707.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);oct-21;M$ enchaînés de 2012;27167.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;.Fabrication de biens durables (321. 327 à 329);nov-21;M$ enchaînés de 2012;27646.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Agriculture, foresterie, pêche et chasse;janv-17;M$ enchaînés de 2012;7364.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Agriculture, foresterie, pêche et chasse;févr-17;M$ enchaînés de 2012;7244.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Agriculture, foresterie, pêche et chasse;mars-17;M$ enchaînés de 2012;7309.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Agriculture, foresterie, pêche et chasse;avr-17;M$ enchaînés de 2012;7367;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Agriculture, foresterie, pêche et chasse;mai-17;M$ enchaînés de 2012;7336.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;Agriculture, foresterie, pêche et chasse;juin-17;M$ enchaînés de 2012;7153.1;
